"Year","Month","Product","State","Requirement (in Million Tonnes)","Availability (in Million Tonnes)"
"2012-13","February","NPK","Delhi","0.00","0.00"
"2012-13","February","TSP","Delhi","0.00","0.00"
"2012-13","February","UREA","Delhi","200.00","0.00"
"2012-13","February","DAP","Goa","200.00","0.00"
"2012-13","February","MAP","Goa","0.00","0.00"
"2012-13","February","MOP","Goa","80.00","30.00"
"2012-13","February","NPK","Goa","390.00","0.00"
"2012-13","February","TSP","Goa","0.00","0.00"
"2012-13","February","UREA","Goa","450.00","20.00"
"2012-13","February","DAP","Gujarat","30000.00","63442.47"
"2012-13","February","MAP","Gujarat","0.00","0.00"
"2012-13","February","MOP","Gujarat","12000.00","9930.60"
"2012-13","February","NPK","Gujarat","29500.00","40000.08"
"2012-13","February","TSP","Gujarat","0.00","6313.85"
"2012-13","February","UREA","Gujarat","130000.00","19166.26"
"2012-13","February","DAP","Harayana","20000.00","43495.30"
"2012-13","February","MAP","Harayana","0.00","0.00"
"2012-13","February","MOP","Harayana","5000.00","3089.85"
"2012-13","February","NPK","Harayana","2500.00","2057.35"
"2012-13","February","TSP","Harayana","0.00","0.00"
"2012-13","February","UREA","Harayana","25000.00","21980.35"
"2012-13","February","DAP","Himachal Pradesh","0.00","0.00"
"2012-13","February","MAP","Himachal Pradesh","0.00","0.00"
"2012-13","February","MOP","Himachal Pradesh","500.00","900.10"
"2012-13","February","NPK","Himachal Pradesh","0.00","79.75"
"2012-13","February","TSP","Himachal Pradesh","0.00","0.00"
"2012-13","February","UREA","Himachal Pradesh","2500.00","13.90"
"2012-13","February","DAP","Jammu & Kashmir","2910.00","5849.95"
"2012-13","February","MAP","Jammu & Kashmir","0.00","0.00"
"2012-13","February","MOP","Jammu & Kashmir","1750.00","5314.45"
"2012-13","February","NPK","Jammu & Kashmir","20.00","0.00"
"2012-13","February","TSP","Jammu & Kashmir","0.00","0.00"
"2012-13","February","UREA","Jammu & Kashmir","7550.00","1411.80"
"2012-13","February","DAP","Jharkhand","2500.00","2302.90"
"2012-13","February","MAP","Jharkhand","0.00","0.00"
"2012-13","February","MOP","Jharkhand","2500.00","0.00"
"2012-13","February","NPK","Jharkhand","28500.00","341.60"
"2012-13","February","TSP","Jharkhand","0.00","0.00"
"2012-13","February","UREA","Jharkhand","6250.00","8356.35"
"2012-13","February","DAP","Karnataka","30000.00","51008.29"
"2012-13","February","MAP","Karnataka","0.00","0.00"
"2012-13","February","MOP","Karnataka","40000.00","43365.65"
"2012-13","February","NPK","Karnataka","120000.00","131919.63"
"2012-13","February","TSP","Karnataka","0.00","11905.40"
"2012-13","February","UREA","Karnataka","100000.00","43639.89"
"2012-13","February","DAP","Kerala","1500.00","440.90"
"2012-13","February","MAP","Kerala","0.00","0.00"
"2012-13","February","MOP","Kerala","5000.00","10582.30"
"2012-13","February","NPK","Kerala","9000.00","18628.80"
"2012-13","February","TSP","Kerala","0.00","3156.75"
"2012-13","February","UREA","Kerala","12000.00","466.55"
"2012-13","February","DAP","Lakshadeeep","0.00","0.00"
"2012-13","February","MAP","Lakshadeeep","0.00","0.00"
"2012-13","February","MOP","Lakshadeeep","0.00","0.00"
"2012-13","February","NPK","Lakshadeeep","0.00","0.00"
"2012-13","February","TSP","Lakshadeeep","0.00","0.00"
"2012-13","February","UREA","Lakshadeeep","0.00","0.00"
"2012-13","February","DAP","Madhya Pradesh","3790.00","218056.80"
"2012-13","February","MAP","Madhya Pradesh","0.00","0.00"
"2012-13","February","MOP","Madhya Pradesh","710.00","13985.75"
"2012-13","February","NPK","Madhya Pradesh","1210.00","31502.95"
"2012-13","February","TSP","Madhya Pradesh","0.00","8443.85"
"2012-13","February","UREA","Madhya Pradesh","19510.00","20273.25"
"2012-13","February","DAP","Maharastra","86000.00","75145.24"
"2012-13","February","MAP","Maharastra","0.00","0.00"
"2012-13","February","MOP","Maharastra","48000.00","55163.36"
"2012-13","February","NPK","Maharastra","130000.00","111906.70"
"2012-13","February","TSP","Maharastra","0.00","0.00"
"2012-13","February","UREA","Maharastra","210000.00","42911.04"
"2012-13","February","DAP","Manipur","1200.00","0.00"
"2012-13","February","MAP","Manipur","0.00","0.00"
"2012-13","February","MOP","Manipur","1100.00","0.00"
"2012-13","February","NPK","Manipur","0.00","0.00"
"2012-13","February","TSP","Manipur","0.00","0.00"
"2012-13","February","UREA","Manipur","2600.00","0.00"
"2012-13","February","DAP","Megalaya","900.00","0.00"
"2012-13","February","MAP","Megalaya","0.00","0.00"
"2012-13","February","MOP","Megalaya","350.00","0.00"
"2012-13","February","NPK","Megalaya","40.00","0.00"
"2012-13","February","TSP","Megalaya","0.00","0.00"
"2012-13","February","UREA","Megalaya","1500.00","1300.00"
"2012-13","February","DAP","Mizoram","40.00","0.00"
"2012-13","February","MAP","Mizoram","0.00","0.00"
"2012-13","February","MOP","Mizoram","60.00","0.00"
"2012-13","February","NPK","Mizoram","0.00","0.00"
"2012-13","February","TSP","Mizoram","0.00","0.00"
"2012-13","February","UREA","Mizoram","140.00","0.00"
"2012-13","February","DAP","Nagaland","100.00","0.00"
"2012-13","February","MAP","Nagaland","0.00","0.00"
"2012-13","February","MOP","Nagaland","30.00","0.00"
"2012-13","February","NPK","Nagaland","0.00","0.00"
"2012-13","February","TSP","Nagaland","0.00","0.00"
"2012-13","February","UREA","Nagaland","140.00","0.00"
"2012-13","February","DAP","Odisha","35000.00","9253.80"
"2012-13","February","MAP","Odisha","0.00","0.00"
"2012-13","February","MOP","Odisha","25000.00","9952.65"
"2012-13","February","NPK","Odisha","100990.00","20479.80"
"2012-13","February","TSP","Odisha","0.00","0.00"
"2012-13","February","UREA","Odisha","45000.00","24668.85"
"2012-13","February","DAP","Pondicherry","800.00","20.00"
"2012-13","February","MAP","Pondicherry","0.00","0.00"
"2012-13","February","MOP","Pondicherry","500.00","300.00"
"2012-13","February","NPK","Pondicherry","2140.00","2281.70"
"2012-13","February","TSP","Pondicherry","0.00","0.00"
"2012-13","February","UREA","Pondicherry","2500.00","181.00"
"2012-13","February","DAP","Punjab","10000.00","59891.80"
"2012-13","February","MAP","Punjab","0.00","0.00"
"2012-13","February","MOP","Punjab","5000.00","2500.35"
"2012-13","February","NPK","Punjab","2500.00","1662.40"
"2012-13","February","TSP","Punjab","0.00","3355.30"
"2012-13","February","UREA","Punjab","70000.00","13256.30"
"2012-13","February","DAP","Rajasthan","91380.00","57472.80"
"2012-13","February","MAP","Rajasthan","0.00","0.00"
"2012-13","February","MOP","Rajasthan","1040.00","3226.30"
"2012-13","February","NPK","Rajasthan","7990.00","1758.25"
"2012-13","February","TSP","Rajasthan","0.00","3526.25"
"2012-13","February","UREA","Rajasthan","92510.00","35545.21"
"2012-13","February","DAP","Sikkim","0.00","0.00"
"2012-13","February","MAP","Sikkim","0.00","0.00"
"2012-13","February","MOP","Sikkim","0.00","0.00"
"2012-13","February","NPK","Sikkim","0.00","0.00"
"2012-13","February","TSP","Sikkim","0.00","0.00"
"2012-13","February","UREA","Sikkim","0.00","0.00"
"2012-13","February","DAP","Tamil Nadu","20000.00","22562.25"
"2012-13","February","MAP","Tamil Nadu","0.00","0.00"
"2012-13","February","MOP","Tamil Nadu","34000.00","12156.76"
"2012-13","February","NPK","Tamil Nadu","41480.00","38869.90"
"2012-13","February","TSP","Tamil Nadu","0.00","0.00"
"2012-13","February","UREA","Tamil Nadu","66000.00","11752.95"
"2012-13","February","DAP","Tripura","430.00","0.00"
"2012-13","February","MAP","Tripura","0.00","0.00"
"2012-13","February","MOP","Tripura","450.00","0.00"
"2012-13","February","NPK","Tripura","0.00","0.00"
"2012-13","February","TSP","Tripura","0.00","0.00"
"2012-13","February","UREA","Tripura","2400.00","190.00"
"2012-13","February","DAP","Uttar Pradesh","15000.00","88218.25"
"2012-13","February","MAP","Uttar Pradesh","0.00","0.00"
"2012-13","February","MOP","Uttar Pradesh","50000.00","21910.40"
"2012-13","February","NPK","Uttar Pradesh","2500.00","23376.50"
"2012-13","February","TSP","Uttar Pradesh","0.00","16125.25"
"2012-13","February","UREA","Uttar Pradesh","500000.00","108090.60"
"2012-13","February","DAP","Uttaranchal","2000.00","731.00"
"2012-13","February","MAP","Uttaranchal","0.00","0.00"
"2012-13","February","MOP","Uttaranchal","0.00","0.00"
"2012-13","February","NPK","Uttaranchal","2500.00","3040.50"
"2012-13","February","TSP","Uttaranchal","0.00","0.00"
"2012-13","February","UREA","Uttaranchal","20000.00","1545.15"
"2012-13","February","DAP","West Bengal","52470.00","14761.00"
"2012-13","February","MAP","West Bengal","0.00","0.00"
"2012-13","February","MOP","West Bengal","54740.00","27253.85"
"2012-13","February","NPK","West Bengal","4200.00","22224.17"
"2012-13","February","TSP","West Bengal","0.00","7377.55"
"2012-13","February","UREA","West Bengal","176000.00","51967.88"
"2012-13","March","DAP","Andaman & Nicobar","0.00","0.00"
"2012-13","March","MAP","Andaman & Nicobar","0.00","0.00"
"2012-13","March","MOP","Andaman & Nicobar","0.00","0.00"
"2012-13","March","NPK","Andaman & Nicobar","0.00","0.00"
"2012-13","March","TSP","Andaman & Nicobar","0.00","0.00"
"2012-13","March","UREA","Andaman & Nicobar","0.00","0.00"
"2012-13","March","DAP","Andhra Pradesh","50000.00","60948.50"
"2012-13","March","MAP","Andhra Pradesh","0.00","0.00"
"2012-13","March","MOP","Andhra Pradesh","20000.00","53358.79"
"2012-13","March","NPK","Andhra Pradesh","75000.00","139929.55"
"2012-13","March","TSP","Andhra Pradesh","0.00","0.00"
"2012-13","March","UREA","Andhra Pradesh","100000.00","56985.25"
"2012-13","March","DAP","Arunachal Pradesh","50.00","0.00"
"2012-13","March","MAP","Arunachal Pradesh","0.00","0.00"
"2012-13","March","MOP","Arunachal Pradesh","20.00","0.00"
"2012-13","March","NPK","Arunachal Pradesh","0.00","0.00"
"2012-13","March","TSP","Arunachal Pradesh","0.00","0.00"
"2012-13","March","UREA","Arunachal Pradesh","40.00","0.00"
"2012-13","March","DAP","Assam","5200.00","5197.85"
"2012-13","March","MAP","Assam","0.00","0.00"
"2012-13","March","MOP","Assam","11700.00","8020.95"
"2012-13","March","NPK","Assam","2600.00","1609.40"
"2012-13","March","TSP","Assam","0.00","0.00"
"2012-13","March","UREA","Assam","21000.00","3056.10"
"2012-13","March","DAP","Bihar","10000.00","35798.56"
"2012-13","March","MAP","Bihar","0.00","0.00"
"2012-13","March","MOP","Bihar","5000.00","9590.55"
"2012-13","March","NPK","Bihar","5000.00","27567.20"
"2012-13","March","TSP","Bihar","0.00","7673.75"
"2012-13","March","UREA","Bihar","90000.00","35727.10"
"2012-13","March","DAP","Chandigarh","0.00","0.00"
"2012-13","March","MAP","Chandigarh","0.00","0.00"
"2012-13","March","MOP","Chandigarh","0.00","0.00"
"2012-13","March","NPK","Chandigarh","0.00","0.00"
"2012-13","March","TSP","Chandigarh","0.00","0.00"
"2012-13","March","UREA","Chandigarh","0.00","0.00"
"2012-13","March","DAP","Chattishgarh","5000.00","44652.95"
"2012-13","March","MAP","Chattishgarh","0.00","0.00"
"2012-13","March","MOP","Chattishgarh","5000.00","7630.90"
"2012-13","March","NPK","Chattishgarh","5000.00","19838.05"
"2012-13","March","TSP","Chattishgarh","0.00","3858.25"
"2012-13","March","UREA","Chattishgarh","10000.00","19923.90"
"2012-13","March","DAP","Dadra & Nagar Haveli","10.00","5.40"
"2012-13","March","MAP","Dadra & Nagar Haveli","0.00","0.00"
"2012-13","March","MOP","Dadra & Nagar Haveli","0.00","0.00"
"2012-13","March","NPK","Dadra & Nagar Haveli","0.00","2.35"
"2012-13","March","TSP","Dadra & Nagar Haveli","0.00","0.00"
"2012-13","March","UREA","Dadra & Nagar Haveli","10.00","6.55"
"2012-13","March","DAP","Daman & Diu","0.00","0.00"
"2012-13","March","MAP","Daman & Diu","0.00","0.00"
"2012-13","March","MOP","Daman & Diu","0.00","0.00"
"2012-13","March","NPK","Daman & Diu","0.00","0.00"
"2012-13","March","TSP","Daman & Diu","0.00","0.00"
"2012-13","March","UREA","Daman & Diu","0.00","0.00"
"2012-13","March","DAP","Delhi","0.00","0.00"
"2012-13","March","MAP","Delhi","0.00","0.00"
"2012-13","March","MOP","Delhi","50.00","0.00"
"2012-13","March","NPK","Delhi","20.00","0.00"
"2012-13","March","TSP","Delhi","0.00","0.00"
"2012-13","March","UREA","Delhi","100.00","0.00"
"2012-13","March","DAP","Goa","100.00","0.00"
"2012-13","March","MAP","Goa","0.00","0.00"
"2012-13","March","MOP","Goa","70.00","0.00"
"2012-13","March","NPK","Goa","300.00","0.00"
"2012-13","March","TSP","Goa","0.00","0.00"
"2012-13","March","UREA","Goa","250.00","10.00"
"2012-13","March","DAP","Gujarat","40000.00","77003.02"
"2012-13","March","MAP","Gujarat","0.00","0.00"
"2012-13","March","MOP","Gujarat","15000.00","4784.60"
"2012-13","March","NPK","Gujarat","30200.00","25753.10"
"2012-13","March","TSP","Gujarat","0.00","6313.85"
"2012-13","March","UREA","Gujarat","110000.00","63655.29"
"2012-13","March","DAP","Harayana","20000.00","44312.40"
"2012-13","March","MAP","Harayana","0.00","0.00"
"2012-13","March","MOP","Harayana","5000.00","2582.05"
"2012-13","March","NPK","Harayana","5000.00","2140.75"
"2012-13","March","TSP","Harayana","0.00","0.00"
"2012-13","March","UREA","Harayana","25000.00","70141.40"
"2012-13","March","DAP","Himachal Pradesh","0.00","0.00"
"2012-13","March","MAP","Himachal Pradesh","0.00","0.00"
"2012-13","March","MOP","Himachal Pradesh","500.00","123.20"
"2012-13","March","NPK","Himachal Pradesh","500.00","56.90"
"2012-13","March","TSP","Himachal Pradesh","0.00","0.00"
"2012-13","March","UREA","Himachal Pradesh","2000.00","99.85"
"2012-13","March","DAP","Jammu & Kashmir","1860.00","3725.95"
"2012-13","March","MAP","Jammu & Kashmir","0.00","0.00"
"2012-13","March","MOP","Jammu & Kashmir","1480.00","1708.30"
"2012-13","March","NPK","Jammu & Kashmir","0.00","0.00"
"2012-13","March","TSP","Jammu & Kashmir","0.00","0.00"
"2012-13","March","UREA","Jammu & Kashmir","4000.00","1081.70"
"2012-13","March","DAP","Jharkhand","2500.00","109.50"
"2012-13","March","MAP","Jharkhand","0.00","0.00"
"2012-13","March","MOP","Jharkhand","2500.00","0.00"
"2012-13","March","NPK","Jharkhand","5000.00","224.10"
"2012-13","March","TSP","Jharkhand","0.00","0.00"
"2012-13","March","UREA","Jharkhand","6250.00","6226.40"
"2012-13","March","DAP","Karnataka","40000.00","32686.59"
"2012-13","March","MAP","Karnataka","0.00","0.00"
"2012-13","March","MOP","Karnataka","35000.00","35353.41"
"2012-13","March","NPK","Karnataka","100000.00","120699.45"
"2012-13","March","TSP","Karnataka","0.00","11905.40"
"2012-13","March","UREA","Karnataka","80000.00","27462.54"
"2012-13","March","DAP","Kerala","1500.00","37.45"
"2012-13","March","MAP","Kerala","0.00","0.00"
"2012-13","March","MOP","Kerala","5000.00","3235.41"
"2012-13","March","NPK","Kerala","7000.00","11534.63"
"2012-13","March","TSP","Kerala","0.00","3156.75"
"2012-13","March","UREA","Kerala","8000.00","161.95"
"2012-13","March","DAP","Lakshadeeep","0.00","0.00"
"2012-13","March","MAP","Lakshadeeep","0.00","0.00"
"2012-13","March","MOP","Lakshadeeep","0.00","0.00"
"2012-13","March","NPK","Lakshadeeep","0.00","0.00"
"2012-13","March","TSP","Lakshadeeep","0.00","0.00"
"2012-13","March","UREA","Lakshadeeep","0.00","0.00"
"2012-13","March","DAP","Madhya Pradesh","2340.00","163941.60"
"2012-13","March","MAP","Madhya Pradesh","0.00","0.00"
"2012-13","March","MOP","Madhya Pradesh","250.00","12859.15"
"2012-13","March","NPK","Madhya Pradesh","360.00","25243.85"
"2012-13","March","TSP","Madhya Pradesh","0.00","8443.85"
"2012-13","March","UREA","Madhya Pradesh","8450.00","31059.30"
"2012-13","March","DAP","Maharastra","73000.00","64545.96"
"2012-13","March","MAP","Maharastra","0.00","0.00"
"2012-13","March","MOP","Maharastra","43000.00","28297.06"
"2012-13","March","NPK","Maharastra","99000.00","100546.26"
"2012-13","March","TSP","Maharastra","0.00","0.00"
"2012-13","March","UREA","Maharastra","175000.00","68822.86"
"2012-13","March","DAP","Manipur","1990.00","0.00"
"2012-13","March","MAP","Manipur","0.00","0.00"
"2012-13","March","MOP","Manipur","1360.00","0.00"
"2012-13","March","NPK","Manipur","0.00","0.00"
"2012-13","March","TSP","Manipur","0.00","0.00"
"2012-13","March","UREA","Manipur","2310.00","0.00"
"2012-13","March","DAP","Megalaya","500.00","0.00"
"2012-13","March","MAP","Megalaya","0.00","0.00"
"2012-13","March","MOP","Megalaya","80.00","0.00"
"2012-13","March","NPK","Megalaya","0.00","0.00"
"2012-13","March","TSP","Megalaya","0.00","0.00"
"2012-13","March","UREA","Megalaya","600.00","1838.25"
"2012-13","March","DAP","Mizoram","80.00","0.00"
"2012-13","March","MAP","Mizoram","0.00","0.00"
"2012-13","March","MOP","Mizoram","120.00","0.00"
"2012-13","March","NPK","Mizoram","0.00","0.00"
"2012-13","March","TSP","Mizoram","0.00","0.00"
"2012-13","March","UREA","Mizoram","300.00","0.00"
"2012-13","March","DAP","Nagaland","100.00","0.00"
"2012-13","March","MAP","Nagaland","0.00","0.00"
"2012-13","March","MOP","Nagaland","40.00","0.00"
"2012-13","March","NPK","Nagaland","40.00","0.00"
"2012-13","March","TSP","Nagaland","0.00","0.00"
"2012-13","March","UREA","Nagaland","180.00","0.00"
"2012-13","March","DAP","Odisha","5000.00","8549.75"
"2012-13","March","MAP","Odisha","0.00","0.00"
"2012-13","March","MOP","Odisha","10000.00","4010.00"
"2012-13","March","NPK","Odisha","8000.00","19406.30"
"2012-13","March","TSP","Odisha","0.00","0.00"
"2012-13","March","UREA","Odisha","50000.00","31451.25"
"2012-13","March","DAP","Pondicherry","700.00","20.00"
"2012-13","March","MAP","Pondicherry","0.00","0.00"
"2012-13","March","MOP","Pondicherry","500.00","300.00"
"2012-13","March","NPK","Pondicherry","2660.00","1070.50"
"2012-13","March","TSP","Pondicherry","0.00","0.00"
"2012-13","March","UREA","Pondicherry","3000.00","877.60"
"2012-13","March","DAP","Punjab","10000.00","40304.35"
"2012-13","March","MAP","Punjab","0.00","0.00"
"2012-13","March","MOP","Punjab","5000.00","2400.35"
"2012-13","March","NPK","Punjab","2500.00","3821.40"
"2012-13","March","TSP","Punjab","0.00","3355.30"
"2012-13","March","UREA","Punjab","70000.00","62897.20"
"2012-13","March","DAP","Rajasthan","41800.00","49292.32"
"2012-13","March","MAP","Rajasthan","0.00","0.00"
"2012-13","March","MOP","Rajasthan","710.00","3086.30"
"2012-13","March","NPK","Rajasthan","11150.00","1228.75"
"2012-13","March","TSP","Rajasthan","0.00","3526.25"
"2012-13","March","UREA","Rajasthan","64130.00","34818.47"
"2012-13","March","DAP","Sikkim","0.00","0.00"
"2012-13","March","MAP","Sikkim","0.00","0.00"
"2012-13","March","MOP","Sikkim","0.00","0.00"
"2012-13","March","NPK","Sikkim","0.00","0.00"
"2012-13","March","TSP","Sikkim","0.00","0.00"
"2012-13","March","UREA","Sikkim","0.00","0.00"
"2012-13","March","DAP","Tamil Nadu","19000.00","19914.10"
"2012-13","March","MAP","Tamil Nadu","0.00","0.00"
"2012-13","March","MOP","Tamil Nadu","30000.00","6529.91"
"2012-13","March","NPK","Tamil Nadu","32910.00","32514.95"
"2012-13","March","TSP","Tamil Nadu","0.00","0.00"
"2012-13","March","UREA","Tamil Nadu","51000.00","6933.85"
"2012-13","March","DAP","Tripura","460.00","0.00"
"2012-13","March","MAP","Tripura","0.00","0.00"
"2012-13","March","MOP","Tripura","380.00","0.00"
"2012-13","March","NPK","Tripura","0.00","0.00"
"2012-13","March","TSP","Tripura","0.00","0.00"
"2012-13","March","UREA","Tripura","1510.00","2744.50"
"2012-13","March","DAP","Uttar Pradesh","10000.00","72321.45"
"2012-13","March","MAP","Uttar Pradesh","0.00","0.00"
"2012-13","March","MOP","Uttar Pradesh","10000.00","22133.15"
"2012-13","March","NPK","Uttar Pradesh","20000.00","19212.95"
"2012-13","March","TSP","Uttar Pradesh","0.00","16125.25"
"2012-13","March","UREA","Uttar Pradesh","100000.00","163214.95"
"2012-13","March","DAP","Uttaranchal","2000.00","518.10"
"2012-13","March","MAP","Uttaranchal","0.00","0.00"
"2012-13","March","MOP","Uttaranchal","0.00","0.00"
"2012-13","March","NPK","Uttaranchal","2500.00","2610.05"
"2012-13","March","TSP","Uttaranchal","0.00","0.00"
"2012-13","March","UREA","Uttaranchal","9000.00","2293.65"
"2012-13","March","DAP","West Bengal","32450.00","17113.19"
"2012-13","March","MAP","West Bengal","0.00","0.00"
"2012-13","March","MOP","West Bengal","42340.00","19464.00"
"2012-13","March","NPK","West Bengal","67200.00","17948.27"
"2012-13","March","TSP","West Bengal","0.00","7377.55"
"2012-13","March","UREA","West Bengal","122000.00","38199.86"
"2013-14","April","DAP","Andaman & Nicobar","500.00","0.00"
"2013-14","April","MAP","Andaman & Nicobar","0.00","0.00"
"2013-14","April","MOP","Andaman & Nicobar","0.00","0.00"
"2013-14","April","NPK","Andaman & Nicobar","500.00","0.00"
"2013-14","April","SSP","Andaman & Nicobar","0.00","0.00"
"2013-14","April","TSP","Andaman & Nicobar","0.00","0.00"
"2013-14","April","UREA","Andaman & Nicobar","500.00","0.00"
"2013-14","April","DAP","Andhra Pradesh","50000.00","31390.15"
"2013-14","April","MAP","Andhra Pradesh","0.00","0.00"
"2013-14","April","MOP","Andhra Pradesh","30000.00","21198.39"
"2013-14","April","NPK","Andhra Pradesh","115000.00","57401.06"
"2013-14","April","SSP","Andhra Pradesh","20000.00","5893.05"
"2013-14","April","TSP","Andhra Pradesh","0.00","0.00"
"2013-14","April","UREA","Andhra Pradesh","100000.00","87238.75"
"2013-14","April","DAP","Arunachal Pradesh","60.00","0.00"
"2013-14","April","MAP","Arunachal Pradesh","0.00","0.00"
"2013-14","April","MOP","Arunachal Pradesh","20.00","0.00"
"2013-14","April","NPK","Arunachal Pradesh","0.00","0.00"
"2013-14","April","SSP","Arunachal Pradesh","40.00","0.00"
"2013-14","April","TSP","Arunachal Pradesh","0.00","0.00"
"2013-14","April","UREA","Arunachal Pradesh","110.00","0.00"
"2013-14","April","DAP","Assam","2250.00","5155.60"
"2013-14","April","MAP","Assam","0.00","0.00"
"2013-14","April","MOP","Assam","5400.00","2735.60"
"2013-14","April","NPK","Assam","680.00","297.30"
"2013-14","April","SSP","Assam","7200.00","24.70"
"2013-14","April","TSP","Assam","0.00","0.00"
"2013-14","April","UREA","Assam","13050.00","431.80"
"2013-14","April","DAP","Bihar","20000.00","15630.90"
"2013-14","April","MAP","Bihar","0.00","0.00"
"2013-14","April","MOP","Bihar","5000.00","1058.50"
"2013-14","April","NPK","Bihar","15000.00","2628.85"
"2013-14","April","SSP","Bihar","6000.00","462.55"
"2013-14","April","TSP","Bihar","0.00","7673.75"
"2013-14","April","UREA","Bihar","80000.00","9117.70"
"2013-14","April","DAP","Chandigarh","0.00","0.00"
"2013-14","April","MAP","Chandigarh","0.00","0.00"
"2013-14","April","MOP","Chandigarh","0.00","0.00"
"2013-14","April","NPK","Chandigarh","0.00","0.00"
"2013-14","April","SSP","Chandigarh","0.00","0.00"
"2013-14","April","TSP","Chandigarh","0.00","0.00"
"2013-14","April","UREA","Chandigarh","0.00","0.00"
"2013-14","April","DAP","Chattishgarh","15000.00","13402.95"
"2013-14","April","MAP","Chattishgarh","0.00","0.00"
"2013-14","April","MOP","Chattishgarh","5000.00","1951.90"
"2013-14","April","NPK","Chattishgarh","8000.00","12717.10"
"2013-14","April","SSP","Chattishgarh","11000.00","5790.31"
"2013-14","April","TSP","Chattishgarh","0.00","3858.25"
"2013-14","April","UREA","Chattishgarh","48000.00","19469.85"
"2013-14","April","DAP","Dadra & Nagar Haveli","50.00","0.30"
"2013-14","April","MAP","Dadra & Nagar Haveli","0.00","0.00"
"2013-14","April","MOP","Dadra & Nagar Haveli","7.00","0.00"
"2013-14","April","NPK","Dadra & Nagar Haveli","11.00","1.45"
"2013-14","April","SSP","Dadra & Nagar Haveli","0.00","0.00"
"2013-14","April","TSP","Dadra & Nagar Haveli","0.00","0.00"
"2013-14","April","UREA","Dadra & Nagar Haveli","30.00","10.50"
"2013-14","April","DAP","Daman & Diu","10.00","0.00"
"2013-14","April","MAP","Daman & Diu","0.00","0.00"
"2013-14","April","MOP","Daman & Diu","0.00","0.00"
"2013-14","April","NPK","Daman & Diu","0.00","0.00"
"2013-14","April","SSP","Daman & Diu","0.00","0.00"
"2013-14","April","TSP","Daman & Diu","0.00","0.00"
"2013-14","April","UREA","Daman & Diu","40.00","0.00"
"2013-14","April","DAP","Delhi","0.00","0.00"
"2013-14","April","MAP","Delhi","0.00","0.00"
"2013-14","April","MOP","Delhi","0.00","0.00"
"2013-14","April","NPK","Delhi","0.00","0.00"
"2013-14","April","SSP","Delhi","0.00","0.00"
"2013-14","April","TSP","Delhi","0.00","0.00"
"2013-14","April","UREA","Delhi","0.00","0.00"
"2013-14","April","DAP","Goa","100.00","0.00"
"2013-14","April","MAP","Goa","0.00","0.00"
"2013-14","April","MOP","Goa","20.00","0.00"
"2013-14","April","NPK","Goa","500.00","0.00"
"2013-14","April","SSP","Goa","0.00","0.00"
"2013-14","April","TSP","Goa","0.00","0.00"
"2013-14","April","UREA","Goa","200.00","0.00"
"2013-14","April","DAP","Gujarat","50000.00","19051.62"
"2013-14","April","MAP","Gujarat","0.00","0.00"
"2013-14","April","MOP","Gujarat","7000.00","3634.35"
"2013-14","April","NPK","Gujarat","31500.00","10804.23"
"2013-14","April","SSP","Gujarat","12000.00","3181.00"
"2013-14","April","TSP","Gujarat","0.00","6313.85"
"2013-14","April","UREA","Gujarat","115000.00","11080.20"
"2013-14","April","DAP","Harayana","10000.00","36379.45"
"2013-14","April","MAP","Harayana","0.00","0.00"
"2013-14","April","MOP","Harayana","5000.00","0.00"
"2013-14","April","NPK","Harayana","5000.00","21.00"
"2013-14","April","SSP","Harayana","5000.00","146.80"
"2013-14","April","TSP","Harayana","0.00","0.00"
"2013-14","April","UREA","Harayana","50000.00","66345.85"
"2013-14","April","DAP","Himachal Pradesh","0.00","0.00"
"2013-14","April","MAP","Himachal Pradesh","0.00","0.00"
"2013-14","April","MOP","Himachal Pradesh","100.00","0.00"
"2013-14","April","NPK","Himachal Pradesh","0.00","12.40"
"2013-14","April","SSP","Himachal Pradesh","80.00","0.00"
"2013-14","April","TSP","Himachal Pradesh","0.00","0.00"
"2013-14","April","UREA","Himachal Pradesh","2500.00","1.55"
"2013-14","April","DAP","Jammu & Kashmir","5000.00","5067.65"
"2013-14","April","MAP","Jammu & Kashmir","0.00","0.00"
"2013-14","April","MOP","Jammu & Kashmir","1200.00","1316.30"
"2013-14","April","NPK","Jammu & Kashmir","0.00","0.00"
"2013-14","April","SSP","Jammu & Kashmir","0.00","0.00"
"2013-14","April","TSP","Jammu & Kashmir","0.00","0.00"
"2013-14","April","UREA","Jammu & Kashmir","15000.00","6066.30"
"2013-14","April","DAP","Jharkhand","7500.00","104.95"
"2013-14","April","MAP","Jharkhand","0.00","0.00"
"2013-14","April","MOP","Jharkhand","2500.00","0.00"
"2013-14","April","NPK","Jharkhand","2500.00","3.70"
"2013-14","April","SSP","Jharkhand","5000.00","35.45"
"2013-14","April","TSP","Jharkhand","0.00","0.00"
"2013-14","April","UREA","Jharkhand","25000.00","52.40"
"2013-14","April","DAP","Karnataka","70000.00","3295.45"
"2013-14","April","MAP","Karnataka","0.00","0.00"
"2013-14","April","MOP","Karnataka","25000.00","8711.80"
"2013-14","April","NPK","Karnataka","60000.00","27710.37"
"2013-14","April","SSP","Karnataka","1300.00","1239.30"
"2013-14","April","TSP","Karnataka","0.00","11905.40"
