Year,Month,Product,State,Requirement(in' MT),Availability(in' MT)
2013-14,August,MOP,Bihar,"10,000.000","24,772.600"
2013-14,August,NPK,Bihar,"25,000.000","11,189.400"
2013-14,August,TSP,Bihar,0.000,"7,673.750"
2013-14,August,UREA,Bihar,"2,30,000.000","22,338.150"
2013-14,August,DAP,Chandigarh,0.000,0.000
2013-14,August,MAP,Chandigarh,0.000,0.000
2013-14,August,MOP,Chandigarh,0.000,0.000
2013-14,August,NPK,Chandigarh,0.000,0.000
2013-14,August,TSP,Chandigarh,0.000,0.000
2013-14,August,UREA,Chandigarh,0.000,0.000
2013-14,August,DAP,Chattishgarh,"45,000.000","9,069.000"
2013-14,August,MAP,Chattishgarh,0.000,0.000
2013-14,August,MOP,Chattishgarh,"21,000.000","24,243.300"
2013-14,August,NPK,Chattishgarh,"24,000.000","5,446.350"
2013-14,August,TSP,Chattishgarh,0.000,"3,858.250"
2013-14,August,UREA,Chattishgarh,"1,23,000.000","10,022.150"
2013-14,August,DAP,Dadra & Nagar Haveli,50.000,34.850
2013-14,August,MAP,Dadra & Nagar Haveli,0.000,0.000
2013-14,August,MOP,Dadra & Nagar Haveli,2.000,0.000
2013-14,August,NPK,Dadra & Nagar Haveli,5.000,6.000
2013-14,August,TSP,Dadra & Nagar Haveli,0.000,0.000
2013-14,August,UREA,Dadra & Nagar Haveli,60.000,4.400
2013-14,August,DAP,Daman & Diu,20.000,0.000
2013-14,August,MAP,Daman & Diu,0.000,0.000
2013-14,August,MOP,Daman & Diu,0.000,0.000
2013-14,August,NPK,Daman & Diu,0.000,0.000
2013-14,August,TSP,Daman & Diu,0.000,0.000
2013-14,August,UREA,Daman & Diu,20.000,0.000
2013-14,August,DAP,Delhi,400.000,0.000
2013-14,August,MAP,Delhi,0.000,0.000
2013-14,August,MOP,Delhi,100.000,0.000
2013-14,August,NPK,Delhi,50.000,0.000
2013-14,August,TSP,Delhi,0.000,0.000
2013-14,August,UREA,Delhi,300.000,0.000
2013-14,August,DAP,Goa,200.000,28.800
2013-14,August,MAP,Goa,0.000,0.000
2013-14,August,MOP,Goa,40.000,120.000
2013-14,August,NPK,Goa,"1,000.000",330.000
2013-14,August,TSP,Goa,0.000,0.000
2013-14,August,UREA,Goa,600.000,196.000
2013-14,August,DAP,Gujarat,"30,000.000","46,272.408"
2013-14,August,MAP,Gujarat,0.000,0.000
2013-14,August,MOP,Gujarat,"12,000.000","5,151.750"
2013-14,August,NPK,Gujarat,"32,000.000","34,459.550"
2013-14,August,TSP,Gujarat,0.000,"6,313.850"
2013-14,August,UREA,Gujarat,"2,35,000.000","24,365.120"
2013-14,August,DAP,Harayana,"25,000.000","34,822.600"
2013-14,August,MAP,Harayana,0.000,0.000
2013-14,August,MOP,Harayana,"2,000.000",-0.500
2013-14,August,NPK,Harayana,"5,000.000","1,675.450"
2013-14,August,TSP,Harayana,0.000,0.000
2013-14,August,UREA,Harayana,"1,00,000.000","52,382.550"
2013-14,August,DAP,Himachal Pradesh,0.000,0.000
2013-14,August,MAP,Himachal Pradesh,0.000,0.000
2013-14,August,MOP,Himachal Pradesh,300.000,0.000
2013-14,August,NPK,Himachal Pradesh,0.000,56.200
2013-14,August,TSP,Himachal Pradesh,0.000,0.000
2013-14,August,UREA,Himachal Pradesh,"2,500.000",312.550
2013-14,August,DAP,Jammu & Kashmir,"1,500.000","3,599.050"
2013-14,August,MAP,Jammu & Kashmir,0.000,0.000
2013-14,August,MOP,Jammu & Kashmir,300.000,"2,762.050"
2013-14,August,NPK,Jammu & Kashmir,0.000,0.000
2013-14,August,TSP,Jammu & Kashmir,0.000,0.000
2013-14,August,UREA,Jammu & Kashmir,"8,000.000","4,928.500"
2013-14,August,DAP,Jharkhand,"7,500.000","6,440.750"
2013-14,August,MAP,Jharkhand,0.000,0.000
2013-14,August,MOP,Jharkhand,"2,500.000","2,789.500"
2013-14,August,NPK,Jharkhand,"2,500.000","2,686.900"
2013-14,August,TSP,Jharkhand,0.000,0.000
2013-14,August,UREA,Jharkhand,"25,000.000","3,417.900"
2013-14,August,DAP,Karnataka,"80,000.000","28,072.220"
2013-14,August,MAP,Karnataka,0.000,0.000
2013-14,August,MOP,Karnataka,"55,000.000","17,018.650"
2013-14,August,NPK,Karnataka,"1,49,000.000","50,940.639"
2013-14,August,TSP,Karnataka,0.000,"11,905.400"
2013-14,August,UREA,Karnataka,"1,90,000.000","18,848.010"
2013-14,August,DAP,Kerala,"3,000.000","1,575.250"
2013-14,August,MAP,Kerala,0.000,0.000
2013-14,August,MOP,Kerala,"15,000.000","2,905.878"
2013-14,August,NPK,Kerala,"17,000.000","11,186.247"
2013-14,August,TSP,Kerala,0.000,"3,156.750"
2013-14,August,UREA,Kerala,"13,500.000","1,882.600"
2013-14,August,DAP,Lakshadweep,0.000,0.000
2013-14,August,MAP,Lakshadweep,0.000,0.000
2013-14,August,MOP,Lakshadweep,0.000,0.000
2013-14,August,NPK,Lakshadweep,0.000,0.000
2013-14,August,TSP,Lakshadweep,0.000,0.000
2013-14,August,UREA,Lakshadweep,0.000,0.000
2013-14,August,DAP,Madhya Pradesh,"1,05,600.000","65,349.900"
2013-14,August,MAP,Madhya Pradesh,0.000,0.000
2013-14,August,MOP,Madhya Pradesh,"4,500.000","16,634.350"
2013-14,August,NPK,Madhya Pradesh,"22,000.000","23,062.900"
2013-14,August,TSP,Madhya Pradesh,0.000,"8,443.850"
2013-14,August,UREA,Madhya Pradesh,"1,50,000.000","43,270.350"
2013-14,August,DAP,Maharastra,"1,63,400.000","52,755.575"
2013-14,August,MAP,Maharastra,0.000,0.000
2013-14,August,MOP,Maharastra,"51,400.000","35,747.235"
2013-14,August,NPK,Maharastra,"1,63,400.000","59,880.465"
2013-14,August,TSP,Maharastra,0.000,0.000
2013-14,August,UREA,Maharastra,"2,66,500.000","57,834.285"
2013-14,August,DAP,Manipur,"1,200.000",0.000
2013-14,August,MAP,Manipur,0.000,0.000
2013-14,August,MOP,Manipur,500.000,0.000
2013-14,August,NPK,Manipur,0.000,0.000
2013-14,August,TSP,Manipur,0.000,0.000
2013-14,August,UREA,Manipur,"5,000.000",0.000
2013-14,August,DAP,Megalaya,800.000,100.000
2013-14,August,MAP,Megalaya,0.000,0.000
2013-14,August,MOP,Megalaya,50.000,0.000
2013-14,August,NPK,Megalaya,0.000,0.000
2013-14,August,TSP,Megalaya,0.000,0.000
2013-14,August,UREA,Megalaya,"1,100.000","2,000.000"
2013-14,August,DAP,Mizoram,700.000,0.000
2013-14,August,MAP,Mizoram,0.000,0.000
2013-14,August,MOP,Mizoram,550.000,0.000
2013-14,August,NPK,Mizoram,0.000,0.000
2013-14,August,TSP,Mizoram,0.000,0.000
2013-14,August,UREA,Mizoram,"1,350.000",0.000
2013-14,August,DAP,Nagaland,50.000,0.000
2013-14,August,MAP,Nagaland,0.000,0.000
2013-14,August,MOP,Nagaland,40.000,0.000
2013-14,August,NPK,Nagaland,0.000,0.000
2013-14,August,TSP,Nagaland,0.000,0.000
2013-14,August,UREA,Nagaland,110.000,0.000
2013-14,August,DAP,Odisha,"40,000.000","12,232.050"
2013-14,August,MAP,Odisha,0.000,0.000
2013-14,August,MOP,Odisha,"24,000.000","8,269.650"
2013-14,August,NPK,Odisha,"47,500.000","8,304.900"
2013-14,August,TSP,Odisha,0.000,0.000
2013-14,August,UREA,Odisha,"1,40,000.000","5,257.300"
2013-14,August,DAP,Pondicherry,180.000,0.000
2013-14,August,MAP,Pondicherry,0.000,0.000
2013-14,August,MOP,Pondicherry,150.000,0.000
2013-14,August,NPK,Pondicherry,870.000,512.250
2013-14,August,TSP,Pondicherry,0.000,0.000
2013-14,August,UREA,Pondicherry,"1,950.000",50.000
2013-14,August,DAP,Punjab,"1,00,000.000","32,141.000"
2013-14,August,MAP,Punjab,0.000,0.000
2013-14,August,MOP,Punjab,"7,500.000","1,601.100"
2013-14,August,NPK,Punjab,"10,000.000","1,446.300"
2013-14,August,TSP,Punjab,0.000,"3,355.300"
2013-14,August,UREA,Punjab,"1,00,000.000","58,581.200"
2013-14,August,DAP,Rajasthan,"44,000.000","32,280.520"
2013-14,August,MAP,Rajasthan,0.000,0.000
2013-14,August,MOP,Rajasthan,"1,050.000",0.000
2013-14,August,NPK,Rajasthan,"10,740.000","1,204.150"
2013-14,August,TSP,Rajasthan,0.000,"3,526.250"
2013-14,August,UREA,Rajasthan,"1,44,580.000","39,088.775"
2013-14,August,DAP,Sikkim,0.000,0.000
2013-14,August,MAP,Sikkim,0.000,0.000
2013-14,August,MOP,Sikkim,0.000,0.000
2013-14,August,NPK,Sikkim,0.000,0.000
2013-14,August,TSP,Sikkim,0.000,0.000
2013-14,August,UREA,Sikkim,0.000,0.000
2013-14,August,DAP,Tamil Nadu,"41,000.000","16,338.100"
2013-14,August,MAP,Tamil Nadu,0.000,0.000
2013-14,August,MOP,Tamil Nadu,"40,000.000","2,970.383"
2013-14,August,NPK,Tamil Nadu,"55,570.000","9,599.420"
2013-14,August,TSP,Tamil Nadu,0.000,0.000
2013-14,August,UREA,Tamil Nadu,"85,000.000","-1,790.100"
2013-14,August,DAP,Tripura,300.000,0.000
2013-14,August,MAP,Tripura,0.000,0.000
2013-14,August,MOP,Tripura,0.000,-22.450
2013-14,August,NPK,Tripura,0.000,0.000
2013-14,August,TSP,Tripura,0.000,0.000
2013-14,August,UREA,Tripura,"2,600.000","2,092.500"
2013-14,August,DAP,Uttar Pradesh,"2,50,000.000","1,36,146.850"
2013-14,August,MAP,Uttar Pradesh,0.000,0.000
2013-14,August,MOP,Uttar Pradesh,"30,000.000","5,015.550"
2013-14,August,NPK,Uttar Pradesh,"1,20,000.000","34,934.300"
2013-14,August,TSP,Uttar Pradesh,0.000,"16,125.250"
2013-14,August,UREA,Uttar Pradesh,"7,00,000.000","1,84,138.050"
2013-14,August,DAP,Uttaranchal,"3,000.000","3,376.200"
2013-14,August,MAP,Uttaranchal,0.000,0.000
2013-14,August,MOP,Uttaranchal,0.000,0.000
2013-14,August,NPK,Uttaranchal,0.000,"4,302.100"
2013-14,August,TSP,Uttaranchal,0.000,0.000
2013-14,August,UREA,Uttaranchal,"25,000.000",931.600
2013-14,August,DAP,West Bengal,"80,000.000","9,178.395"
2013-14,August,MAP,West Bengal,0.000,0.000
2013-14,August,MOP,West Bengal,"34,000.000","10,171.250"
2013-14,August,NPK,West Bengal,"79,150.000","38,394.440"
2013-14,August,TSP,West Bengal,0.000,"7,377.550"
2013-14,August,UREA,West Bengal,"1,22,000.000","46,175.405"
2013-14,September,DAP,Andaman & Nicobar,0.000,0.000
2013-14,September,MAP,Andaman & Nicobar,0.000,0.000
2013-14,September,MOP,Andaman & Nicobar,0.000,0.000
2013-14,September,NPK,Andaman & Nicobar,0.000,0.000
2013-14,September,TSP,Andaman & Nicobar,0.000,0.000
2013-14,September,UREA,Andaman & Nicobar,0.000,0.000
2013-14,September,DAP,Andhra Pradesh,"1,00,000.000","46,639.850"
2013-14,September,MAP,Andhra Pradesh,0.000,0.000
2013-14,September,MOP,Andhra Pradesh,"75,000.000","15,363.240"
2013-14,September,NPK,Andhra Pradesh,"1,80,000.000","71,859.058"
2013-14,September,TSP,Andhra Pradesh,0.000,0.000
2013-14,September,UREA,Andhra Pradesh,"4,00,000.000","25,694.550"
2013-14,September,DAP,Arunachal Pradesh,0.000,0.000
2013-14,September,MAP,Arunachal Pradesh,0.000,0.000
2013-14,September,MOP,Arunachal Pradesh,20.000,0.000
2013-14,September,NPK,Arunachal Pradesh,0.000,0.000
2013-14,September,TSP,Arunachal Pradesh,0.000,0.000
2013-14,September,UREA,Arunachal Pradesh,90.000,0.000
2013-14,September,DAP,Assam,"3,250.000","7,708.400"
2013-14,September,MAP,Assam,0.000,0.000
2013-14,September,MOP,Assam,"7,800.000","9,230.250"
2013-14,September,NPK,Assam,980.000,211.750
2013-14,September,TSP,Assam,0.000,0.000
2013-14,September,UREA,Assam,"18,850.000","1,180.650"
2013-14,September,DAP,Bihar,"30,000.000","44,363.250"
2013-14,September,MAP,Bihar,0.000,0.000
2013-14,September,MOP,Bihar,"5,000.000","19,646.250"
2013-14,September,NPK,Bihar,"10,000.000","16,291.700"
2013-14,September,TSP,Bihar,0.000,"7,673.750"
2013-14,September,UREA,Bihar,"2,00,000.000","29,667.900"
2013-14,September,DAP,Chandigarh,0.000,0.000
2013-14,September,MAP,Chandigarh,0.000,0.000
2013-14,September,MOP,Chandigarh,0.000,0.000
2013-14,September,NPK,Chandigarh,0.000,0.000
2013-14,September,TSP,Chandigarh,0.000,0.000
2013-14,September,UREA,Chandigarh,0.000,0.000
2013-14,September,DAP,Chattishgarh,"29,000.000","13,453.750"
2013-14,September,MAP,Chattishgarh,0.000,0.000
2013-14,September,MOP,Chattishgarh,"4,000.000","23,145.800"
2013-14,September,NPK,Chattishgarh,"12,000.000","5,626.100"
2013-14,September,TSP,Chattishgarh,0.000,"3,858.250"
2013-14,September,UREA,Chattishgarh,"27,000.000","12,607.200"
2013-14,September,DAP,Dadra & Nagar Haveli,30.000,32.700
2013-14,September,MAP,Dadra & Nagar Haveli,0.000,0.000
2013-14,September,MOP,Dadra & Nagar Haveli,1.000,0.000
2013-14,September,NPK,Dadra & Nagar Haveli,2.000,3.400
2013-14,September,TSP,Dadra & Nagar Haveli,0.000,0.000
2013-14,September,UREA,Dadra & Nagar Haveli,40.000,10.300
2013-14,September,DAP,Daman & Diu,10.000,0.000
2013-14,September,MAP,Daman & Diu,0.000,0.000
2013-14,September,MOP,Daman & Diu,0.000,0.000
2013-14,September,NPK,Daman & Diu,0.000,0.000
2013-14,September,TSP,Daman & Diu,0.000,0.000
2013-14,September,UREA,Daman & Diu,20.000,0.000
2013-14,September,DAP,Delhi,200.000,0.000
2013-14,September,MAP,Delhi,0.000,0.000
2013-14,September,MOP,Delhi,50.000,0.000
2013-14,September,NPK,Delhi,0.000,0.000
2013-14,September,TSP,Delhi,0.000,0.000
2013-14,September,UREA,Delhi,200.000,0.000
2013-14,September,DAP,Goa,100.000,28.800
2013-14,September,MAP,Goa,0.000,0.000
2013-14,September,MOP,Goa,20.000,85.000
2013-14,September,NPK,Goa,600.000,113.000
2013-14,September,TSP,Goa,0.000,0.000
2013-14,September,UREA,Goa,500.000,99.000
2013-14,September,DAP,Gujarat,"30,000.000","63,552.818"
2013-14,September,MAP,Gujarat,0.000,0.000
2013-14,September,MOP,Gujarat,"10,000.000",799.650
2013-14,September,NPK,Gujarat,"27,300.000","39,229.575"
2013-14,September,TSP,Gujarat,0.000,"6,313.850"
2013-14,September,UREA,Gujarat,"2,20,000.000","42,359.720"
2013-14,September,DAP,Harayana,"95,000.000","35,651.100"
2013-14,September,MAP,Harayana,0.000,0.000
2013-14,September,MOP,Harayana,"5,000.000",473.700
2013-14,September,NPK,Harayana,"10,000.000","5,396.800"
2013-14,September,TSP,Harayana,0.000,0.000
2013-14,September,UREA,Harayana,"90,000.000","37,597.750"
2013-14,September,DAP,Himachal Pradesh,0.000,0.000
2013-14,September,MAP,Himachal Pradesh,0.000,0.000
2013-14,September,MOP,Himachal Pradesh,400.000,0.000
2013-14,September,NPK,Himachal Pradesh,"2,500.000",77.100
2013-14,September,TSP,Himachal Pradesh,0.000,0.000
2013-14,September,UREA,Himachal Pradesh,500.000,142.200
2013-14,September,DAP,Jammu & Kashmir,"1,500.000","2,816.400"
2013-14,September,MAP,Jammu & Kashmir,0.000,0.000
2013-14,September,MOP,Jammu & Kashmir,300.000,"2,616.150"
2013-14,September,NPK,Jammu & Kashmir,0.000,0.000
2013-14,September,TSP,Jammu & Kashmir,0.000,0.000
2013-14,September,UREA,Jammu & Kashmir,"5,000.000","4,839.950"
2013-14,September,DAP,Jharkhand,"5,500.000","8,051.550"
2013-14,September,MAP,Jharkhand,0.000,0.000
2013-14,September,MOP,Jharkhand,"2,500.000","2,724.500"
2013-14,September,NPK,Jharkhand,"5,000.000","2,719.500"
2013-14,September,TSP,Jharkhand,0.000,0.000
2013-14,September,UREA,Jharkhand,"20,000.000","6,374.150"
2013-14,September,DAP,Karnataka,"75,000.000","31,441.620"
2013-14,September,MAP,Karnataka,0.000,0.000
2013-14,September,MOP,Karnataka,"57,000.000","18,453.915"
2013-14,September,NPK,Karnataka,"1,70,000.000","58,947.674"
2013-14,September,TSP,Karnataka,0.000,"11,905.400"
2013-14,September,UREA,Karnataka,"1,72,000.000","14,215.510"
2013-14,September,DAP,Kerala,"3,000.000","1,756.050"
2013-14,September,MAP,Kerala,0.000,0.000
2013-14,September,MOP,Kerala,"12,000.000","1,007.733"
2013-14,September,NPK,Kerala,"17,000.000","10,635.893"
2013-14,September,TSP,Kerala,0.000,"3,156.750"
2013-14,September,UREA,Kerala,"13,500.000",224.250
2013-14,September,DAP,Lakshadweep,0.000,0.000
2013-14,September,MAP,Lakshadweep,0.000,0.000
2013-14,September,MOP,Lakshadweep,0.000,0.000
2013-14,September,NPK,Lakshadweep,0.000,0.000
2013-14,September,TSP,Lakshadweep,0.000,0.000
2013-14,September,UREA,Lakshadweep,0.000,0.000
2013-14,September,DAP,Madhya Pradesh,"1,91,400.000","1,02,935.650"
2013-14,September,MAP,Madhya Pradesh,0.000,0.000
2013-14,September,MOP,Madhya Pradesh,"9,000.000","19,614.850"
2013-14,September,NPK,Madhya Pradesh,"46,200.000","14,892.850"
2013-14,September,TSP,Madhya Pradesh,0.000,"8,443.850"
2013-14,September,UREA,Madhya Pradesh,"1,42,500.000","40,258.000"
2013-14,September,DAP,Maharastra,"1,53,900.000","1,05,326.625"
2013-14,September,MAP,Maharastra,0.000,0.000
2013-14,September,MOP,Maharastra,"48,700.000","28,648.735"
2013-14,September,NPK,Maharastra,"1,54,700.000","51,017.705"
2013-14,September,TSP,Maharastra,0.000,0.000
2013-14,September,UREA,Maharastra,"2,50,600.000","64,562.115"
2013-14,September,DAP,Manipur,600.000,0.000
2013-14,September,MAP,Manipur,0.000,0.000
2013-14,September,MOP,Manipur,300.000,0.000
2013-14,September,NPK,Manipur,0.000,0.000
2013-14,September,TSP,Manipur,0.000,0.000
2013-14,September,UREA,Manipur,"2,000.000",0.000
2013-14,September,DAP,Megalaya,350.000,100.000
2013-14,September,MAP,Megalaya,0.000,0.000
2013-14,September,MOP,Megalaya,40.000,0.000
2013-14,September,NPK,Megalaya,0.000,0.000
2013-14,September,TSP,Megalaya,0.000,0.000
2013-14,September,UREA,Megalaya,500.000,"1,000.000"
2013-14,September,DAP,Mizoram,700.000,0.000
2013-14,September,MAP,Mizoram,0.000,0.000
2013-14,September,MOP,Mizoram,550.000,0.000
2013-14,September,NPK,Mizoram,0.000,0.000
2013-14,September,TSP,Mizoram,0.000,0.000
2013-14,September,UREA,Mizoram,"1,350.000",0.000
2013-14,September,DAP,Nagaland,100.000,0.000
2013-14,September,MAP,Nagaland,0.000,0.000
2013-14,September,MOP,Nagaland,50.000,0.000
2013-14,September,NPK,Nagaland,0.000,0.000
2013-14,September,TSP,Nagaland,0.000,0.000
2013-14,September,UREA,Nagaland,150.000,0.000
2013-14,September,DAP,Odisha,"22,000.000","14,614.550"
2013-14,September,MAP,Odisha,0.000,0.000
2013-14,September,MOP,Odisha,"20,000.000","4,528.450"
2013-14,September,NPK,Odisha,"17,500.000","15,603.100"
2013-14,September,TSP,Odisha,0.000,0.000
2013-14,September,UREA,Odisha,"1,00,000.000","25,183.050"
2013-14,September,DAP,Pondicherry,750.000,0.000
2013-14,September,MAP,Pondicherry,0.000,0.000
2013-14,September,MOP,Pondicherry,650.000,0.000
2013-14,September,NPK,Pondicherry,"2,150.000",109.050
2013-14,September,TSP,Pondicherry,0.000,0.000
2013-14,September,UREA,Pondicherry,"2,450.000",0.000
2013-14,September,DAP,Punjab,"1,20,000.000","45,415.650"
2013-14,September,MAP,Punjab,0.000,0.000
2013-14,September,MOP,Punjab,"12,500.000","1,245.450"
2013-14,September,NPK,Punjab,"10,000.000","3,058.200"
2013-14,September,TSP,Punjab,0.000,"3,355.300"
2013-14,September,UREA,Punjab,"75,000.000","53,764.450"
2013-14,September,DAP,Rajasthan,"98,400.000","32,008.570"
2013-14,September,MAP,Rajasthan,0.000,0.000
2013-14,September,MOP,Rajasthan,890.000,0.000
2013-14,September,NPK,Rajasthan,"16,400.000","1,991.300"
2013-14,September,TSP,Rajasthan,0.000,"3,526.250"
2013-14,September,UREA,Rajasthan,"1,50,130.000","32,607.390"
2013-14,September,DAP,Sikkim,0.000,0.000
2013-14,September,MAP,Sikkim,0.000,0.000
2013-14,September,MOP,Sikkim,0.000,0.000
2013-14,September,NPK,Sikkim,0.000,0.000
2013-14,September,TSP,Sikkim,0.000,0.000
2013-14,September,UREA,Sikkim,0.000,0.000
2013-14,September,DAP,Tamil Nadu,"47,000.000","22,458.350"
2013-14,September,MAP,Tamil Nadu,0.000,0.000
2013-14,September,MOP,Tamil Nadu,"41,000.000","4,124.633"
2013-14,September,NPK,Tamil Nadu,"65,990.000","14,297.020"
2013-14,September,TSP,Tamil Nadu,0.000,0.000
2013-14,September,UREA,Tamil Nadu,"90,000.000","3,440.300"
2013-14,September,DAP,Tripura,300.000,5.650
2013-14,September,MAP,Tripura,0.000,0.000
2013-14,September,MOP,Tripura,0.000,0.000
2013-14,September,NPK,Tripura,0.000,1.650
2013-14,September,TSP,Tripura,0.000,0.000
2013-14,September,UREA,Tripura,"4,000.000","1,536.900"
2013-14,September,DAP,Uttar Pradesh,"1,60,000.000","1,89,048.250"
2013-14,September,MAP,Uttar Pradesh,0.000,0.000
2013-14,September,MOP,Uttar Pradesh,"10,000.000","6,269.550"
2013-14,September,NPK,Uttar Pradesh,"1,30,000.000","44,842.650"
2013-14,September,TSP,Uttar Pradesh,0.000,"16,125.250"
2013-14,September,UREA,Uttar Pradesh,"2,00,000.000","1,40,685.950"
2013-14,September,DAP,Uttaranchal,"1,000.000","3,390.600"
2013-14,September,UREA,Uttaranchal,0.000,0.000
2013-14,September,MOP,Uttaranchal,0.000,0.000
2013-14,September,NPK,Uttaranchal,0.000,"3,272.950"
2013-14,September,TSP,Uttaranchal,0.000,0.000
2013-14,September,UREA,Uttaranchal,"5,000.000","1,369.050"
2013-14,September,DAP,West Bengal,"84,000.000","10,545.770"
2013-14,September,MAP,West Bengal,0.000,0.000
2013-14,September,MOP,West Bengal,"43,000.000","8,280.850"
2013-14,September,NPK,West Bengal,"51,200.000","47,885.930"
2013-14,September,TSP,West Bengal,0.000,"7,377.550"
2013-14,September,UREA,West Bengal,"1,36,000.000","23,548.900"
2013-14,October,DAP,Andaman & Nicobar,500.000,0.000
2013-14,October,MAP,Andaman & Nicobar,0.000,0.000
2013-14,October,MOP,Andaman & Nicobar,400.000,0.000
2013-14,October,NPK,Andaman & Nicobar,500.000,0.000
2013-14,October,SSP,Andaman & Nicobar,0.000,0.000
2013-14,October,TSP,Andaman & Nicobar,0.000,0.000
2013-14,October,UREA,Andaman & Nicobar,0.000,0.000
2013-14,October,DAP,Andhra Pradesh,"1,00,000.000","42,777.780"
2013-14,October,MAP,Andhra Pradesh,0.000,0.000
2013-14,October,MOP,Andhra Pradesh,"75,000.000","11,941.990"
2013-14,October,NPK,Andhra Pradesh,"3,00,000.000","52,185.108"
2013-14,October,SSP,Andhra Pradesh,"1,00,000.000","5,882.546"
2013-14,October,TSP,Andhra Pradesh,0.000,0.000
2013-14,October,UREA,Andhra Pradesh,"3,25,000.000","18,639.400"
2013-14,October,DAP,Arunachal Pradesh,50.000,0.000
2013-14,October,MAP,Arunachal Pradesh,0.000,0.000
2013-14,October,MOP,Arunachal Pradesh,50.000,0.000
2013-14,October,NPK,Arunachal Pradesh,0.000,0.000
2013-14,October,SSP,Arunachal Pradesh,100.000,0.000
2013-14,October,TSP,Arunachal Pradesh,0.000,0.000
2013-14,October,UREA,Arunachal Pradesh,50.000,0.000
2013-14,October,DAP,Assam,"3,150.000","6,603.300"
2013-14,October,MAP,Assam,0.000,0.000
2013-14,October,MOP,Assam,"8,100.000","9,899.850"
2013-14,October,NPK,Assam,"1,800.000",7.500
2013-14,October,SSP,Assam,"7,200.000","8,252.550"
2013-14,October,TSP,Assam,0.000,0.000
2013-14,October,UREA,Assam,"18,000.000",0.000
2013-14,October,DAP,Bihar,"75,000.000","60,851.750"
2013-14,October,MAP,Bihar,0.000,0.000
2013-14,October,MOP,Bihar,"25,000.000","21,366.000"
2013-14,October,NPK,Bihar,"45,000.000","12,783.500"
2013-14,October,SSP,Bihar,"30,000.000","4,628.800"
2013-14,October,TSP,Bihar,0.000,0.000
2013-14,October,UREA,Bihar,"1,85,000.000","25,565.600"
2013-14,October,DAP,Chandigarh,0.000,0.000
2013-14,October,MAP,Chandigarh,0.000,0.000
2013-14,October,MOP,Chandigarh,0.000,0.000
2013-14,October,NPK,Chandigarh,0.000,0.000
2013-14,October,SSP,Chandigarh,0.000,0.000
2013-14,October,TSP,Chandigarh,0.000,0.000
2013-14,October,UREA,Chandigarh,0.000,0.000
2013-14,October,DAP,Chattishgarh,"11,000.000","13,659.400"
2013-14,October,MAP,Chattishgarh,0.000,0.000
2013-14,October,MOP,Chattishgarh,"3,000.000","21,779.650"
2013-14,October,NPK,Chattishgarh,"4,000.000","6,405.050"
2013-14,October,SSP,Chattishgarh,"15,000.000","4,829.705"
2013-14,October,TSP,Chattishgarh,0.000,"3,858.250"
2013-14,October,UREA,Chattishgarh,"23,000.000","10,815.650"
2013-14,October,DAP,Dadra & Nagar Haveli,80.000,32.000
2013-14,October,MAP,Dadra & Nagar Haveli,0.000,0.000
2013-14,October,MOP,Dadra & Nagar Haveli,30.000,0.000
2013-14,October,NPK,Dadra & Nagar Haveli,0.000,3.400
2013-14,October,SSP,Dadra & Nagar Haveli,0.000,0.000
2013-14,October,TSP,Dadra & Nagar Haveli,0.000,0.000
2013-14,October,UREA,Dadra & Nagar Haveli,80.000,5.560
2013-14,October,DAP,Daman & Diu,30.000,0.000
2013-14,October,MAP,Daman & Diu,0.000,0.000
2013-14,October,MOP,Daman & Diu,10.000,0.000
2013-14,October,NPK,Daman & Diu,10.000,0.000
2013-14,October,SSP,Daman & Diu,10.000,0.000
2013-14,October,TSP,Daman & Diu,0.000,0.000
2013-14,October,UREA,Daman & Diu,130.000,0.000
2013-14,October,DAP,Delhi,700.000,0.000
2013-14,October,MAP,Delhi,0.000,0.000
2013-14,October,MOP,Delhi,600.000,0.000
2013-14,October,NPK,Delhi,0.000,0.000
2013-14,October,SSP,Delhi,200.000,0.000
2013-14,October,TSP,Delhi,0.000,0.000
2013-14,October,UREA,Delhi,"1,300.000",0.000
2013-14,October,DAP,Goa,100.000,28.800
2013-14,October,MAP,Goa,0.000,0.000
2013-14,October,MOP,Goa,50.000,25.000
2013-14,October,NPK,Goa,120.000,43.000
2013-14,October,SSP,Goa,0.000,0.000
2013-14,October,TSP,Goa,0.000,0.000
2013-14,October,UREA,Goa,100.000,118.000
2013-14,October,DAP,Gujarat,"75,000.000","45,271.194"
2013-14,October,MAP,Gujarat,0.000,0.000
2013-14,October,MOP,Gujarat,"18,000.000",778.100
2013-14,October,NPK,Gujarat,"57,400.000","24,773.275"
2013-14,October,SSP,Gujarat,"30,000.000","1,086.100"
2013-14,October,TSP,Gujarat,0.000,"6,313.850"
2013-14,October,UREA,Gujarat,"1,95,000.000","23,095.253"
2013-14,October,DAP,Harayana,0.000,"25,588.000"
2013-14,October,MAP,Harayana,0.000,0.000
2013-14,October,MOP,Harayana,"2,000.000",345.550
2013-14,October,NPK,Harayana,"5,000.000","2,545.200"
2013-14,October,SSP,Harayana,"30,000.000",581.500
2013-14,October,TSP,Harayana,0.000,0.000
2013-14,October,UREA,Harayana,"1,50,000.000","24,868.200"
2013-14,October,DAP,Himachal Pradesh,0.000,0.000
2013-14,October,MAP,Himachal Pradesh,0.000,0.000
